restaurant_name,user_id,menu,review_create_time,min_cost,subway,address,category_name,review_context,preprocessed_review_context,total_star,taste_star,quantity_star,delivery_star,image_url,insert_time,keyword
판쿠,a0**님,"대한민국 1등 마라탕（麻辣烫）/1(맛 선택(매운맛),사이즈 선택(1인분),소스 추가 선택(마장소스,마유,발효식초),야채 추가 선택(숙주,고수（조리）))",2021-07-04 00:00:00,"12,000원",2호선 구의역,서울 광진구 자양동 621-9 1층,중국집,배달이 빠르네요 아침부터 먹고싶어서 시켰어요 감사합니다,배달이 빠르네요 아침부터 먹고싶어서 시켰어요 감사합니다,5,5,5,5,-1,2021-12-16 11:11:23,빠르 다 그 말 했
쉐프의마라탕,zi**님,"소고기마라탕/1(맛 선택(아주 매운맛),추가 선택(중국넙적당면 추가,숙주추가))",2021-04-24 00:00:00,"15,000원",2호선 까치산역,서울 강서구 화곡동 409-9 셈힐 1층 101호,중국집,당면이랑 숙주추가 했는데 푸짐하고 맛있었습니다.. 다음엔 피클추가 하고 싶네요,당면이랑 숙주추가 했는데 푸짐하고 맛있었습니다.. 다음엔 피클추가 하고 싶네요,5,5,5,5,https://rev-static.yogiyo.co.kr/91e57238a970cdb3437097a671064eaf.jpg,2021-12-08 12:43:58,지금 숙취 하 고 있 지만 풍부 맛있 다
나를위한식사시간-구로점,ms**님,"그냥부대찌개/1(밥 선택(밥)),순사르닭도리탕 /1(밥 선택(밥))",2020-05-05 00:00:00,"12,000원",2호선 신도림역,서울 구로구 구로동 545-5 1층,야식,"닭도리탕은 또 시켰는데 또 맛나네요 ㅎㅎ
부대찌개도 잘 먹었습니다~",닭도리탕은 또 시켰는데 또 맛나네요 ㅎㅎ 부대찌개도 잘 먹었습니다~,5,5,5,5,https://rev-static.yogiyo.co.kr/51a077d4bb9d61ceb8217c7417a8fefa.jpg https://rev-static.yogiyo.co.kr/5170ea22b70a7c4ccb4568eda39d76be.jpg,2021-12-08 16:01:16,나 또 번 주문 했 는데 아직 맛있 다
연남해장국,je**님,맑은 콩나물해장국/2(사이즈 선택(1인분)),2021-03-22 00:00:00,"8,000원",2호선 충정로역,서울 마포구 동교동 113-76 1층,"1인분 주문, 한식","사진을 못찍었는데,
배송도 빠르고, 진한육수에 맛있었습니다.
번창하세요~","사진을 못찍었는데, 배송도 빠르고, 진한육수에 맛있었습니다. 번창하세요~",5,5,5,5,-1,2021-12-09 08:22:02,배달 빠르 고 어두운 수프 맛있
만리장성-신도림동,am**님,"간짜장/1,울면/1,탕수육中/1",2021-02-17 00:00:00,"10,000원",2호선 도림천역,"서울 구로구 신도림동 642 신도림대림1,2차아파트 대림1차상가 2동 206호",중국집,맛있게 잘 먹었습니다. 특히 탕수육이 맛있었어요. 튀김옷이 바삭해서 너무 좋았습니다. 울면은 약간 싱거운 듯... 배달도 빨리 왔어요.,맛있게 잘 먹었습니다. 특히 탕수육이 맛있었어요. 튀김옷이 바삭해서 너무 좋았습니다. 울면은 약간 싱거운 듯.. 배달도 빨리 왔어요.,5,4,5,5,https://rev-static.yogiyo.co.kr/783583b435a9575af10306fa143f895a.jpg,2021-12-08 15:28:14,탕 수숙 수프
어사출또-서울대입구역점,ro**님,"석화/1,광어＋연어 （2인）/1,꼬막비빔밥（공기포함）/1",2021-12-09 00:00:00,"22,000원",2호선 서울대입구역,서울특별시 관악구 봉천동 871-63 871-63 1층,"일식/돈까스, 분식","사장님 반칙.....너무 맛있잖아요ㅠㅠ
그리고 상호명도 바꾸셔야될거같은데요
산지직송어사출동으로요
진짜 첨에 회 받아보고 왜 이리 양이 적지??라고 생각했는데 회의 옆면을 보는 순간 끄떡끄떡..
진짜 두툼하고 비린내도 안나요ㅠㅠ먹으면서 한마리의 곰처럼 연어를 찢어먹고 한마리의 상어처럼 광어를 아작냈습니다
석화도 기대안했는데 엄청 싱싱하고 비리지 않았습니당!!!그리고 당연히 꼬막비빔밥도 안비랴서 너무 좋았습니다!!!
사장님 회 생각 날때마다 시켜먹을게여.ㅎ",사장님 반칙..너무 맛있잖아요ㅠㅠ 그리고 상호명도 바꾸셔야될거같은데요 산지직송어사출동으로요 진짜 첨에 회 받아보고 왜 이리 양이 적지??라고 생각했는데 회의 옆면을 보는 순간 끄떡끄떡.. 진짜 두툼하고 비린내도 안나요ㅠㅠ먹으면서 한마리의 곰처럼 연어를 찢어먹고 한마리의 상어처럼 광어를 아작냈습니다 석화도 기대안했는데 엄청 싱싱하고 비리지 않았습니당!!그리고 당연히 꼬막비빔밥도 안비랴서 너무 좋았습니다!! 사장님 회 생각 날때마다 시켜먹을게여.ㅎ,5,5,5,5,-1,2021-12-16 15:22:24,기대 하 고 있 지만 매우 신선 부패 지 않
BBQ-마장점,ak**님,"황금올리브닭다리/2,양념소스 추가/2",2020-11-23 00:00:00,"15,000원",2호선 왕십리역,서울 성동구 마장동 772-3,,"저번에 닭다리 하나시켜서 둘이 먹었더니 맛있게 먹다가 모자라서 추가주문한 기억이있어서 이번엔 
한번에 두마리를 시켜서 먹었더니 개꿀이네요 ㅎㅎ
진짜 다리 크고 맛있어요 ㅠㅠ
서비스로 주신 콜라 잘먹었습니다 감사합니다♥️",저번에 닭다리 하나시켜서 둘이 먹었더니 맛있게 먹다가 모자라서 추가주문한 기억이있어서 이번엔  한번에 두마리를 시켜서 먹었더니 개꿀이네요 ㅎㅎ 진짜 다리 크고 맛있어요 ㅠㅠ 서비스로 주신 콜라 잘먹었습니다 감사합니다  ,5,5,5,5,-1,2021-12-08 12:07:54,닭다리 마리 먹 는데 주문 할 만큼 부족 했
KFC-낙성대점,ma**님,오리지널블랙라벨 8조각/1,2020-10-11 00:00:00,"10,000원",2호선 낙성대역,"서울 관악구 봉천동 1685-15 1,2층","1인분 주문, 치킨","너무 짜서 못먹겠어요...
KFC 넘 실망입니다...",너무 짜서 못먹겠어요.. KFC 넘 실망입니다..,1,1,1,1,-1,2021-12-16 14:49:18,공정위 대한 실망감
앤쿡-역삼점,eo**님,"참치마요햄치즈토스트/1,사골떡만두국/1,아이스초코/1",2019-07-24 00:00:00,"13,000원",2호선 선릉역,서울 강남구 역삼동 672-37 역삼빌딩 2층,피자/양식,"앤쿡은 늘 만족 
샌드위치안에 햄은 좀 익혀왓으면 하는 바램이 ㅜㅜ 너무 큰바램일까요 쌩햄인듯..",앤쿡은 늘 만족  샌드위치안에 햄은 좀 익혀왓으면 하는 바램이 ㅜㅜ 너무 큰바램일까요 쌩햄인듯..,5,5,5,5,-1,2021-12-09 00:50:42,장함 입니다 싱크 론 햄 네이션 아마도 생 햄버거 일 것 이 그리고 앤 싱싱 만들 어 요리 하 면 조리 고 왓슨 되 큰 소원 있 같
마스터피킨,vk**님,"후라이드/1,머쉬룸&베이컨 로제떡볶이/1",2021-10-05 00:00:00,"12,000원",2호선 선릉역,서울특별시 강남구 역삼동 719-24 역삼역센트럴푸르지오 719-24 역삼역센트럴푸르지오 b1층 123호,피자/양식,"맛있게 잘 먹었습니다.
떡볶이에 파스타 면이 있어서 놀랬어요 ㅋㅋ",맛있게 잘 먹었습니다. 떡볶이에 파스타 면이 있어서 놀랬어요 ㅋㅋ,5,5,5,5,https://rev-static.yogiyo.co.kr/95f64c1d9908eb2f0844f45dcf1f68df.jpg,2021-12-09 00:50:27,떡 파스타 면 있 어서 놀랐 다 말 했
스시한끼,hw**님,"한끼초밥/1,콜라 355ml/1",2021-10-08 00:00:00,"13,000원",2호선 아현역,서울 마포구 아현동 777 마포 래미안 푸르지오 상가1동 1층 115호,일식/돈까스,초밥. 이벤트로 주신 생선까츠 모두 맛있네요. 감사합니다,초밥. 이벤트로 주신 생선까츠 모두 맛있네요. 감사합니다,5,5,5,5,-1,2021-12-16 08:44:25,행사 내 게 준 생선 고기 맛있 다
써브웨이-잠실새내역점,ji**님,"로스트 치킨 15cm 단품/1(빵선택(플랫브레드),치즈선택(아메리칸치즈),재료추가(에그마요 추가（15cm）),데우기 선택(데우기),소스선택 *미선택시 추천소스 제공(스윗 칠리,랜치,후추)),스테이크 & 치즈 15cm 단품/1(빵선택(플랫브레드),치즈선택(슈레드치즈),데우기 선택(데우기 안함),소스선택 *미선택시 추천소스 제공(스윗 어니언,랜치,핫칠리)),쉬림프 에그마요 랩/1,민트초코 쿠키/2",2020-03-29 00:00:00,"1,000원",2호선 잠실새내역,서울 송파구 잠실동 184-7 1층,"1인분 주문, 프랜차이즈, 피자/양식",배달도 빠르고 랩은 처음 시켜봤는데 너무 맛있네요! 아쉬운건 야채들을 좀 고루 퍼트려주심 좋을거 같아요 ㅠㅠ 할라피뇨 듬뿍주문 들어주셔서 감사한데 너무 위쪽에 몰려있더라구요 ㅋ큐ㅠㅠㅠ 그래도 맛있었어요!,배달도 빠르고 랩은 처음 시켜봤는데 너무 맛있네요! 아쉬운건 야채들을 좀 고루 퍼트려주심 좋을거 같아요 ㅠㅠ 할라피뇨 듬뿍주문 들어주셔서 감사한데 너무 위쪽에 몰려있더라구요 ㅋ큐ㅠㅠ 그래도 맛있었어요!,5,5,5,5,-1,2021-12-16 11:56:54,할라 피노 많이 주문 해 주 셔서 감사 합니다 너무 높 그리스도
파리바게뜨-양천구청점,po**님,실키롤케익/1,2021-11-01 00:00:00,"12,000원",2호선 양천구청역,"서울특별시 양천구 신정동 323-12 양지빌딩 ll 323-12 양지빌딩 ll 지상1층 104,105, 106호",카페/디저트,양천구청점 실카롤케잌이 맛있어서 재구매합니다,양천구청점 실카롤케잌이 맛있어서 재구매합니다,5,5,5,-1,https://rev-static.yogiyo.co.kr/115ee8940322f650ff0f230b8f28a7c7.jpg,2021-12-08 14:38:35,맛있 어서 다시 사 양천 장천 지청 양천구 청 지점 있 곳 이
마포마라탕,pa**님,"마라샹궈（볶음요리）/1(맛 선택(1단계 조금매운맛 微辣（마라탕 마라샹궈 추천）麻辣烫麻辣香锅推存),사이즈 선택(1~?인분),선택1(치즈떡,연근,백목이버섯,청경채,팽이버섯,표고버섯,새송이버섯,숙주,감자),선택2(공기밥 1봉지))",2021-11-04 00:00:00,"12,000원",2호선 을지로입구역,서울특별시 중구 명동1가 54-7,중국집,"다른데 시켰다가 결국 생각나는 곳은 여기에요
재료를 선택할 수 있어 좋고
맛도 여기가 최고입니다",다른데 시켰다가 결국 생각나는 곳은 여기에요 재료를 선택할 수 있어 좋고 맛도 여기가 최고입니다,5,5,5,5,-1,2021-12-08 12:32:28,재료 선택 할 수 있 어 좋 고 최고
써브웨이-신정네거리역점,su**님,"이탈리안 비엠티 15cm 세트/1(빵선택(플랫브레드),치즈선택(슈레드치즈),빵／미트 토스팅 선택(토스팅),야채 제외(오이 제외),소스선택 *미선택시 추천소스 제공(스윗 어니언,스윗 칠리,랜치),쿠키 또는 칩(더블 초코칩 쿠키),음료선택(코카콜라 제로 （355ml）))",2021-08-01 00:00:00,"1,000원",2호선 신정네거리역,서울 양천구 신정동 1183-5 1층,"1인분 주문, 프랜차이즈, 피자/양식",다 좋았어요 근데 배달이 조금 늦네요ㅎㅎ 1키로도 안되는거리인데 1시간이 걸리네요,다 좋았어요 근데 배달이 조금 늦네요ㅎㅎ 1키로도 안되는거리인데 1시간이 걸리네요,5,5,5,4,-1,2021-12-08 13:38:32,킬로미터 안 되 지만 시간 걸린다 네 말 맞 다
레드신-낙성대역점,gu**님,"1형 세트（떡볶이＋수제튀김＋찹쌀순대）/1(메뉴 선택(레드 떡볶이（양파채 O）),순대선택(순대 & 내장（기본 20~30%）))",2021-06-23 00:00:00,"7,000원",2호선 낙성대역,서울 관악구 봉천동 1658-1 1층 103호,"1인분 주문, 한식, 분식","처음시켰는데 음식도 따뜻하고, 푸짐하고 넘 맛있게먹었어요👍","처음시켰는데 음식도 따뜻하고, 푸짐하고 넘 맛있게먹었어요",5,5,5,5,-1,2021-12-16 14:47:57,음식 따뜻 하 고 풍부 가득 맛있 네 선생 님
참치의신,ca**님,참다랑어 혼술 참치회 15pcs/1,2021-12-04 00:00:00,"25,000원",2호선 까치산역,서울 강서구 화곡동 772-63 1층,일식/돈까스,"오늘 해외에서 입국해 가족이 다 자가격리 중이에요. 중학생 딸이 참치를 너무 좋아하는데 저희 사는 곳에서는 이렇게 좋은 참치는 먹기가 어렵거든요. 한국 오면 제일 먼저 참치회 먹고싶다고 해서 바로 주문했는데 참치 퀄리티 너무 좋아요.👍👍
사장님께서 착오로 주문한것보다 더 비싼 세트로 보내주셨는데, 오히려 잘못보내 죄송하다고 걱정말고 맛있게 드시라고 해주시고, 배달이 약간 늦어졌는데 직접 확인하고 또 전화 해주시고 너무 꼼꼼하게 체크 해주셔서 감사했습니다. 사장님께는 죄송하지만… 잘못보내주신 덕분에 저희는 더 맛있는 부위 맛봤습니다.","오늘 해외에서 입국해 가족이 다 자가격리 중이에요. 중학생 딸이 참치를 너무 좋아하는데 저희 사는 곳에서는 이렇게 좋은 참치는 먹기가 어렵거든요. 한국 오면 제일 먼저 참치회 먹고싶다고 해서 바로 주문했는데 참치 퀄리티 너무 좋아요. 사장님께서 착오로 주문한것보다 더 비싼 세트로 보내주셨는데, 오히려 잘못보내 죄송하다고 걱정말고 맛있게 드시라고 해주시고, 배달이 약간 늦어졌는데 직접 확인하고 또 전화 해주시고 너무 꼼꼼하게 체크 해주셔서 감사했습니다. 사장님께는 죄송하지만 잘못보내주신 덕분에 저희는 더 맛있는 부위 맛봤습니다.",5,5,5,4,-1,2021-12-16 03:05:25,국내 처음 참치 주문 했 는데 품질 좋
마라하오-관악점,sa**님,탱글탱글 옥수수면 마라탕/1(맵기 선택(순한맛)),2021-11-06 00:00:00,"12,000원",2호선 낙성대역,서울특별시 관악구 봉천동 36-21 36-21 지하1층,"피자/양식, 중국집",넘 맛있어요 ^..^ 마라탕에 빠져들게 만들어줬네요,넘 맛있어요 ^..^ 마라탕에 빠져들게 만들어줬네요,5,5,5,5,https://rev-static.yogiyo.co.kr/f7fc6b2fc188054c7587e075a7f42dda.jpg,2021-12-08 23:57:59,코코 코 코코아 고코 콧물 코디 그리고 척추 척수 또는 등 있
굽네치킨&피자-충무로점,t_**님,"고추바사삭,（한마리）/1(사이드 메뉴(츄블링소스 추가))",2021-08-14 00:00:00,"10,000원",2호선 을지로4가역,서울특별시 중구 충무로4가 120-3 진양상가 진양아파트 120-3 지상2층 굽네치킨,야식,넘 맛있어요 최고 고추바사삭 여기가 젤 맛남!,넘 맛있어요 최고 고추바사삭 여기가 젤 맛남!,5,5,5,5,-1,2021-12-08 13:35:31,이것 최고 리 바삭 이 젤라
운봉중화요리,sd**님,팔보채＋깐풍기/1,2017-11-09 00:00:00,"12,000원",2호선 삼성역,서울특별시 강남구 대치동 961-13 1층 102호,중국집,새벽에 주문했는대도 빨리갔다주네요...,새벽에 주문했는대도 빨리갔다주네요..,3,4,2,5,-1,2021-12-16 12:35:21,코코 코 꼬꼬 고코 고회 코카 아 콜라 코세 코이 고 그리고 회 고치 등 참여 했
짜장면짬뽕맛있는집,pu**님,"매운짜장/1,탕짬/1",2021-09-23 00:00:00,"12,000원",2호선 신당역,서울 중구 흥인동 114 2층,중국집,"빠른배달 맛도짱 
사진 찍어야지 하는데 너무 맛있어 맨날 다 먹고 생각나네요",빠른배달 맛도짱  사진 찍어야지 하는데 너무 맛있어 맨날 다 먹고 생각나네요,5,5,5,5,-1,2021-12-08 14:57:31,맛 개 사진 찍 어야 하 는데 하루 종일 먹 정도 맛있 어서 기억 난다 네 말 맞 다
모스버거-방배점,cu**님,"[BEST]와규치즈버거 세트/1(사이드선택(후렌치후라이),음료선택(코카콜라제로 R))",2020-09-25 00:00:00,"8,000원",2호선 방배역,서울 서초구 방배동 908-6 1층,1인분 주문,예상 시간보다 30분이나 일찍 와서 따끈따끈하게 맛있게 먹었습니다! 근데 음료 컵에 문제가 있었는지 반절이나 흘린채로 왔네요 ㅠ 구멍난 컵에서 콜라가 뚝뚝 떨어집니다 ㅠㅡㅠ 너무 빨리 오지 않으셔도 좋으니 바쁘시겠지만 상태 확인 부탁드려용,예상 시간보다 30분이나 일찍 와서 따끈따끈하게 맛있게 먹었습니다! 근데 음료 컵에 문제가 있었는지 반절이나 흘린채로 왔네요 ㅠ 구멍난 컵에서 콜라가 뚝뚝 떨어집니다 ㅠㅡㅠ 너무 빨리 오지 않으셔도 좋으니 바쁘시겠지만 상태 확인 부탁드려용,5,5,5,5,-1,2021-12-16 14:03:08,술잔 문제 있 는지 반 쯤 살펴봤
던킨-아현역사점,sb**님,"크림치즈（플레인）/1,（At Home）던킨 플레인베이글 5입/1",2021-08-19 00:00:00,"12,000원",2호선 아현역,서울특별시 마포구 아현동 329-1 329-1 던킨도너츠,카페/디저트,"점심쿠폰2천원당첨에 이벤트 4천원할인 거기에 3천원할인까지
베이글 크림치즈 2천원에 구매했어요
후기이벤트로 도넛도 주시고~~~
잘먹을께요~~~",점심쿠폰2천원당첨에 이벤트 4천원할인 거기에 3천원할인까지 베이글 크림치즈 2천원에 구매했어요 후기이벤트로 도넛도 주시고~~ 잘먹을께요~~,5,5,5,-1,https://rev-static.yogiyo.co.kr/9547ff862c3f4d2a2799ae6dfcbacea2.jpg,2021-12-09 07:36:44,베이글 구매 액 원 달한다
페리카나-장미점,ka**님,양념치킨/1,2021-08-11 00:00:00,"16,000원",2호선 잠실나루역,서울특별시 송파구 신천동 7 장미아파트 B상가 202호,"치킨, 야식","삼남매 아이들이 먹고싶다 해서 주문했는데... 애들 노는동안 엄마 아빠가 다 먹었어요ㅠㅠ
 방금 한마리 더 주문했네요ㅋㅋㅋㅋ",삼남매 아이들이 먹고싶다 해서 주문했는데.. 애들 노는동안 엄마 아빠가 다 먹었어요ㅠㅠ  방금 한마리 더 주문했네요ㅋㅋ,5,5,5,5,https://rev-static.yogiyo.co.kr/c5b25b5f5525b29e949c3c4b95f99c29.jpg,2021-12-08 19:48:02,그 들 먹 고 싶 어서 남매 주문 했 다 엄마 아빠 연주 하 동안 너 방금 것 어 그리스도
신사동떡볶이-낙성대점,ch**님,신사동떡볶이/1(맛 선택(중간맛)),2019-11-14 00:00:00,"14,000원",2호선 낙성대역,서울 관악구 봉천동 1656-22 1층,"야식, 분식",배달도 빠르고 배달해주신분도 친절하셨어용! 후기 따위 잘 안쓰는데 넘 맛있어서 후기 남겨요!!,배달도 빠르고 배달해주신분도 친절하셨어용! 후기 따위 잘 안쓰는데 넘 맛있어서 후기 남겨요!!,5,5,5,5,https://rev-static.yogiyo.co.kr/9c086b0c2d7c13b52f712200ca1a9c25.jpg,2021-12-09 00:04:08,그 전달 할 만큼 친절 했 다
산수골추어탕감자탕,js**님,감자탕/1,2020-12-06 00:00:00,"15,000원",2호선 상왕십리역,서울 성동구 하왕십리동 946-39 1층,한식,추어탕으로 유명한 집이고 감자탕도 맛있네요.,추어탕으로 유명한 집이고 감자탕도 맛있네요.,5,5,5,5,-1,2021-12-08 15:46:47,감자탕 유명 한 집
네네치킨-서초중앙점,hc**님,"순살 반반/1(반마리 선택(순살후라이드반,순살양념반))",2021-11-27 00:00:00,"14,000원",2호선 교대역,서울특별시 서초구 서초동 1687-2 서초플라자 1687-2 중앙서초플라자 1층 111호,야식,"네네치키은 서초중앙로점이 짱인듯요.
튀김옷이 많은게아니라 진짜 살들이 많아요.
네네는 항상 여기서만 주문합니다.
맛있고 배달도 빠릅니다^^",네네치키은 서초중앙로점이 짱인듯요. 튀김옷이 많은게아니라 진짜 살들이 많아요. 네네는 항상 여기서만 주문합니다. 맛있고 배달도 빠릅니다^^,5,5,5,5,https://rev-static.yogiyo.co.kr/c191314bcdab6a634264423adae38e5f.jpg,2021-12-08 20:43:22,서초 중앙 도로 지점 맞 것 보였
중국관-당산점,kd**님,정식（탕수육＋볶음밥＋짜장＋샐러드）/1(곱빼기 추가(곱빼기 추가)),2021-10-11 00:00:00,"8,000원",2호선 영등포구청역,서울 영등포구 당산동3가 395-41 태성빌딩 1~2층,"1인분 주문, 중국집","오늘은 짬뽕 국물이 조금 짠 느낌이었고 탕수육 튀김 상태랑 소스맛이 조금 아쉬웠어요. 매번 시킬 때마다 편차가 약간씩 있는 편이지만, 정식 구성도 좋고 맛도 기본 이상은 보장하는 곳이라 매번 시켜먹게 되네요! 이벤트 할인도 자주 해주시고 가성비 대박이라 중국관 여기만 찾게 됩니다ㅎㅎ 잘먹었습니다^^ #식후감","오늘은 짬뽕 국물이 조금 짠 느낌이었고 탕수육 튀김 상태랑 소스맛이 조금 아쉬웠어요. 매번 시킬 때마다 편차가 약간씩 있는 편이지만, 정식 구성도 좋고 맛도 기본 이상은 보장하는 곳이라 매번 시켜먹게 되네요! 이벤트 할인도 자주 해주시고 가성비 대박이라 중국관 여기만 찾게 됩니다ㅎㅎ 잘먹었습니다^^ 식후감",5,5,5,5,-1,2021-12-16 07:33:23,약간 짠 느낌 들 어서 수프 소스 대해 미안 하 게 생각 했
고기듬뿍미트박스-본점,ku**님,"프랜치렉 양갈비 Meat Box/1(조리 방법 선택 [필수 선택](소금 조리),찍어 먹는 소스 선택 [필수 선택](한국 재래 씨간장 [ 수제 씨간장 소스 ]),사이드 메뉴 추가선택(명란 마요 주먹밥 추가)),이베리코 목살 스테이크 [ 고기만 ]/1(사이즈 선택(200g),조리 방법 선택 [필수 선택](소금 조리))",2021-11-14 00:00:00,"17,000원",2호선 봉천역,서울 관악구 봉천동 943-1 2층,"치킨, 피자/양식, 중국집","양고기 특유의 냄새가 세지 않고 고기도 연하니
맛있어요.",양고기 특유의 냄새가 세지 않고 고기도 연하니 맛있어요.,5,5,5,5,-1,2021-12-08 19:54:04,고기 특별 한 냄새 아니 라 부드럽 때문 맛있
반올림피자샵-다산점,ma**님,"오리지널피자L＋오리지널피자L/1(피자도우 선택(오리지널도우),피자 선택(반올림고구마),피자도우2 선택(오리지널도우),피자2 선택(베이컨쉬림프)),스프라이트 1.5L/1",2021-12-05 00:00:00,"15,900원",2호선 신당역,서울 중구 신당동 282-103 송화빌딩 1층,피자/양식,"배달도 빠르고 맛잇습니다 
특히 어머니께서 고구마피자를 좋아해서 자주 시켜먹는데 굳굳입니다",배달도 빠르고 맛잇습니다  특히 어머니께서 고구마피자를 좋아해서 자주 시켜먹는데 굳굳입니다,5,5,5,5,https://rev-static.yogiyo.co.kr/9fe49259e02315bcf8490f1ed8b55be5.jpg,2021-12-17 16:45:35,감자 피자 마음 들 어서 먹 힘들
맥도날드-신천점,os**님,"트리플 치즈버거 세트/1(사이드 선택（M）(맥너겟® 4조각 （소스1종 랜덤증정）),음료 선택（M）(코카 콜라Ⓡ 미디엄)),트리플 치즈버거/1",2021-09-16 00:00:00,"3,000원",2호선 잠실새내역,"서울 송파구 잠실동 181-9 맥스빌딩 1,2층",1인분 주문,주문시 요구사항을 잘 지켜주고 배달도 빠름,주문시 요구사항을 잘 지켜주고 배달도 빠름,4,5,4,4,-1,2021-12-08 23:06:05,요구 잘 지키 고 빨리 전달 하 세요
굽네치킨&피자-화곡1동점,손님,고추바사삭 치킨 ＋ 시카고 딥디쉬 피자/1,2021-09-24 00:00:00,"15,000원",2호선 까치산역,서울특별시 강서구 화곡동 422-1 422-1 1층,피자/양식,"맛은 둘다 무난함.
막 뛰어나지도 맛없지도 않은게,
그냥 치킨이랑 피자 같이 먹고싶을때 딱인듯","맛은 둘다 무난함. 막 뛰어나지도 맛없지도 않은게, 그냥 치킨이랑 피자 같이 먹고싶을때 딱인듯",4,4,5,5,-1,2021-12-08 12:42:43,그냥 맛 좋 지 않 거나 맛있 고 닭고기 피자 먹 싶 때 마찬가지 다
신선설농탕-목동점,ho**님,"설렁탕（HIT）/1(사이즈 선택(中（보통）)),떡만두설농탕/1,신선석박지（750g）/2",2020-12-26 00:00:00,"8,000원",2호선 양천구청역,"서울 양천구 신정동 321-6 센트럴프라자 107,108호",1인분 주문,"설렁탕 먹고 싶을 때마다 주문합니다
배달도 빨리 오고 맛도 보증되어서 좋아요
석박지도 맛있어요",설렁탕 먹고 싶을 때마다 주문합니다 배달도 빨리 오고 맛도 보증되어서 좋아요 석박지도 맛있어요,5,5,5,5,-1,2021-12-08 14:30:52,배달 빠르 고 맛 보장 된다는 것 좋 석박 지도 맛있 네 선생 님
롯데리아-역삼점,yu**님,"T-REX버거/1(햄버거 토핑 추가(비프패티토핑)),원조빅불세트/1(디저트 변경(양념감자（오니언）),드링크 변경(선택 아이스카페라떼))",2021-11-25 00:00:00,"9,000원",2호선 강남역,서울 강남구 역삼동 824-19,"1인분 주문, 치킨",도착후 문자 체크하였는데 안해줘서 감자튀김은 다 식고 커피는 녹아서 맹맛밖에안났어요 주문 나갈때 한번씩 채크해주시면 좋겟어요 햄버거는 이쁘게 잘 나왓습니다,도착후 문자 체크하였는데 안해줘서 감자튀김은 다 식고 커피는 녹아서 맹맛밖에안났어요 주문 나갈때 한번씩 채크해주시면 좋겟어요 햄버거는 이쁘게 잘 나왓습니다,3,5,5,1,-1,2021-12-08 19:44:05,프렌치 차가웠 고 커피 녹 아서 그냥 매운 맛 이
돈쫄돈-왕십리점,kj**님,'등심' 돈가스/1,2021-11-13 00:00:00,"5,000원",2호선 왕십리역,서울특별시 성동구 행당동 19-85 19-85 3층,일식/돈까스,완전 맛있었어요 먹을까 말까 고민 했는데 먹길 잘 한 거 같아요 ! 다음에 또 시켜 먹을게요,완전 맛있었어요 먹을까 말까 고민 했는데 먹길 잘 한 거 같아요 ! 다음에 또 시켜 먹을게요,5,5,5,5,-1,2021-12-08 12:12:37,내 잘 먹 다고 생각 해 걸 가져올게요
온통족발생각-본점,en**님,"왕족발 ＋ 막국수/1(사이즈선택(대（2~3인）),추가선택(쟁반막국수 추가))",2021-10-09 00:00:00,"24,000원",2호선 까치산역,서울특별시 강서구 화곡동 934-10 934-10 1층,족발/보쌈,처음 시켜봤는데 양도 많고 맛있었어요 ㅋㅌ,처음 시켜봤는데 양도 많고 맛있었어요 ㅋㅌ,4,4,4,4,-1,2021-12-16 06:31:37,케이케이 팝 즐비 하
빅스타피자-서울구로점,sk**님,[1＋1]맵단지단 시카고＋ 치폴레쉬림프 디트로이트/1,2021-03-27 00:00:00,"16,900원",2호선 대림역,"서울 구로구 구로동 779-34 101호(구로동,1층)",피자/양식,"주문한지 거의 한시간반이 걸렸어요 ~소스봉투는 찢어져서 왔고 쉬림프피자는 모서리 좀 타서 쓴맛이 나네요ㅠㅠ
그래도 비오는데 배달해주신 기사님 감사해요~",주문한지 거의 한시간반이 걸렸어요 ~소스봉투는 찢어져서 왔고 쉬림프피자는 모서리 좀 타서 쓴맛이 나네요ㅠㅠ 그래도 비오는데 배달해주신 기사님 감사해요~,3,4,4,3,https://rev-static.yogiyo.co.kr/bf00c1898d9b59873649ec3ca2891ce2.jpg https://rev-static.yogiyo.co.kr/8f7178b5fff5a51bae89a0c2a57f608f.jpg https://rev-static.yogiyo.co.kr/622e69a719c0ee144c2604ea7483a11a.jpg,2021-12-08 23:24:29,소스 가방 찢어졌 고 모퉁이 슈 림프 피자 조금 씁쓸 하
메이드인시카고피자-덕수궁점,ne**님,"시카고＋디트로이트/1(시카고피자 사이즈선택(S),디트로이트피자 사이즈선택(S),시카고피자 피자선택(페퍼로니피자),디트로이트 피자선택(치즈피자)),치즈오븐스파게티/1",2021-10-04 00:00:00,"10,000원",2호선 시청역,서울 중구 태평로2가 365,"1인분 주문, 피자/양식","코로나전 매장 방문 잘 먹었던 기억으로 주문시켰어요. 포장도 너무 깔끔하고 따뜻하게 먹어 기분 최고!
오래오래 있어주세요!",코로나전 매장 방문 잘 먹었던 기억으로 주문시켰어요. 포장도 너무 깔끔하고 따뜻하게 먹어 기분 최고! 오래오래 있어주세요!,5,5,5,5,-1,2021-12-08 11:56:48,코로나 소비 심리 둔화
