brand,menu,star,review
배달삼겹돼지되지-구의점,"오리지날/3(사이즈 선택(솔로 （250g）),고기 선택(삼겹살),음료 선택(콜라)),양념/3(사이즈 선택(솔로 （250g）),고기 선택(삼겹살),양념 선택(갈릭간장 NEW),음료 선택(콜라)),파삼겹/3(사이즈 선택(솔로),메뉴 선택(파무침삼겹),고기 선택(삼겹살),음료 선택(콜라))",5,처음 시켜봤는데 양도 많고 맛있었어요! 배달도 생각보다 빨라서 좋았습니다~ 추천이여
오태식해바라기치킨-송정점,"해바라기아줌마반반치킨/1(메뉴 선택(뼈),후라이드반 선택(후라이드반),양념반 선택(양념반을 레드로 변경),음료 추가 선택(추가없음)),치즈스틱（8개）/1",5,배달도 빠르고 정말 맛있게 먹었습니다! 다음에 또 시켜 먹을게요! 맛있는 음식 감사합니다ㅎㅎ
KFC-세종대점,"징거버거세트/1(사이드변경(비스켓교환),음료변경(콜라))",1,콜라 시켰는데 커피가 왔네요 카페인 못마셔서 다버렸어요
국수나무-수지동천점,"생면국수/1,새콤달콤비빔면/1,고구마치돈1줄/1",4,맛있게 잘 먹었습니다.
무국적식탁-광진점,고추미소 삼겹구이 도시락/1,1,주문한지 1시간째..음식이 올 생각을 안하네요
파스타입니다-용인수지점,（（HIT））얼큰해장파스타/1(맛 선택（기본~칼칼）(매콤1단계)),3,너무 싱거워요 …  싱거워 ..
파스타레토,"쉬림프알프레도파스타/1,김치치즈그라탕/1",1,처음에 배달올때 참숯바베큐봉지에 담겨서 왔길래 전 제가 시킨거 맞나 잠깐 생각했었네요 ㅋㅋ 그건 그렇다쳐도  파스타 그라탕 둘다 근데 정말 맛이 없어요 파스타는 너무 싱겁고 그라탕은 뭔맛인질 모르겠어요 시키기전에 리뷰에 안좋은 말이 쫌 있길래 취향문젠가보다 하고 넘겼었는데 ㅋㅋㅋㅋㅋ..양이많은거 그거 하난 좋네요
KFC-세종대점,"핫크리스피치킨 5조각/1,비스켓/1",3,..........
배달의쌀국수-건대점,소고기쌀국수/1(고기 선택(양지)),1,배달은 빠른데 소스가 빠졋네요
스피드박스,"참치야채죽/1,단호박죽/1",2,"호박죽을 시켜서 먹는데 너무 먹기가 힘들어요
죽이 아니고 도배할때 사용하는 풀같아요"
육쌈냉면-미금점,"물냉면＋숯불고기（70g）＋고기만두/1,비빔냉면＋숯불고기（70g）＋고기만두/1,냉육수 추가/2",3,"고기가 숯불고기맛이 아니라
장조림같은 느낌이랄까???....
배가 너무 고파서 먹긴했지만...
고기에 신경좀 .."
파스타레토,"토마토핫칠리씨푸드파스타/1,봉골레파스타/1,핫오일씨푸드파스타/1",2,"다른 해물은 그렇다해도 
바지락은 싱싱한거 쓰셔도 되잖아요
너무 심해~~~"
하오,"짬뽕/1,알뜰세트（등심탕수육＋짜장＋짬뽕）/1",5,배달도 빠르고 맛있게 잘먹었어요.
장독대김치찌개-선릉점,장독대김치찜/4,1,"매번 맛있게 먹었는데, 이번엔 김치가 너무 셔요ㅜㅜ"
집밥으로우주정복,"[강추]규동（우삼겹덮밥） /1,계란찜/1",2,맛이 너무 짜고 셨습니다.. 특히 양파가
취홍-강남점,세가지맛3（탕수육＋볶음밥＋짬뽕）/2,3,짬뽕은 불맛이남 조금 싱겁네요 탕수육은 고기가 너무두꺼워서 퍽퍽해요 찹쌀은 맛있는데 볶음밥은 넘맛있네요
버거킹-분당상록점,"콰트로치즈와퍼 세트/1(음료변경(코카-콜라 제로R),사이드변경(치즈프라이)),콰트로치즈와퍼주니어/1",5,맛있게 한 끼 잘 먹었습니다 ~
정봉자당진아구동태찜탕,"아구찜（부위별로 맛이달라 인기최고）/1(사이즈 선택(小),맛 선택(보통맛))",5,맛있어요!!!!!!!!최고예용
장독대김치찌개-선릉점,"장독대김치찌개 （1人）/2,계란말이/1",2,김치찌개는 고기는 살코기가 거의 없이 엄청 조금 들어있고 깊은 맛이 없습니다. 계란말이는 진짜 야채가 하나도 안 들어간 진짜 계란만 들어간 계란말이입니다..
지코바치킨-동천점,순살양념（보통맛）/1,2,"사장님께는 죄송하지만 너무 별로였습니다.
재료가 상했다거나 그런 건 절대 아니구요...
맛이 예상과 전혀 달랐어요.

이름은 '순살양념치킨'이고, 설명란엔 아무 설명도 없길래 당연하게 '일반적인 양념치킨 맛이겠구나-'하고 시킨건데, 무슨 매운 닭볶음같은 느낌으로 와서 매우 당황했어요.
그렇다고 양념이 맛있나? 그런 건 아니었어요. 똬리고추맛 + 짠맛 끝.... 하... 그냥 밥반찬 느낌...

저처럼 속아서 주문하는 사람 없게끔 맛설명, 매운맛 정도 설명 추가해주세요... 너무 돈아까워요..."
빅스타피자-서울건대점,"치폴레 쉬림프 디트로이트/1,반반피자 18,900메뉴（XXXL46cm）/1(반반피자선택1(하와이언 피자),반반피자선택2(콤비네이션 피자))",3,오랜만에 시켰는데맛이 변했습니다.
파스타입니다-용인수지점,"（Hit）스테이크 매콤크림파스타/1(매콤크림 맛 선택(기본)),베이컨 까르보나라 파스타/2(맛 선택(기본))",5,맛좋고 양도 푸짐하고 배달도 빨라서 좋았어요~
스피드박스,"매콤쫄면/1,산채비빔밥/1",3,비빔밥은 괜찮은데 쫄면이 맛이 없었네요.
설빙-강남역2호점,"프리미엄생딸기설빙/1(스푼선택(스푼 4개)),프리미엄생딸기설빙/1(스푼선택(스푼 1개))",1,"별1도 아까움
배달료 추가에 추가배달료명시했으니 주문하려면하고 아니면 취소해라?
매스컴을 한번 타셔야 될듯
요기요도 똑같네
주가배달료 현금만가능? 부득이 하먼  카드가능?
일부러 추가배달료 카드결제하라고했음"
스피드박스,"참치김치볶음밥/1,스팸김치볶음밥/2,물냉면/1",3,"제가리뷰쓰려고배달시켰습니다.어제배달주문하고 배달시간이오래걸려서배달을취소하려는데 요기요어플에서는음식점으로전화연결을 시켜주었습니다하지만음식점에서는주문완료가떠서 요기오에서직접취소하 않으면배달그대로나갈거라고 얘기하셨습니다.일단은알겠다하고바쁘셔서언성이좀 높구나생각습니다.그리고난뒤에요기오로취소를하고 취소가확인됐는지 음식을준비하고계시지않을까싶어 전화했는데신경질적으로대답하시고취소안됐다고 취소안되면주문나간다고확끊으시는겁니다. 
요기오취소됐길래다시전화했는데취소됐어요하고확끊으시더라고요.그냥해결됐는지에대한질문한거지만너무어이가없었습니다제가잘못했나싶더라구요"
파스타레토,"씨푸드크림파스타/1,마늘빵（5개）/1,미니샐러드 /1,콜라 500mL/1",4,가끔 파스타땡길때 시켜먹는데 꽤 맛나요!!
파파존스피자-분당정자점,위스콘신 치즈 포테이토 치즈롤 크러스트 L/1,4,외국적인 치즈 피자맛과 포테이토를 같이 느끼고싶다면 주문하세요
파리바게뜨-구미듀클라스점,"단백질 듬뿍 로스트치킨샐러드/1,치즈 듬뿍 바질 크로크무슈/1,달콤한 꿀도넛/1",5,샐러드 맛있어요! 테이크아웃했는데 준비도 빠르고 친절하셔서 좋았습니다😊
설빙-강남역2호점,"애플망고치즈설빙/1(스푼선택(스푼 4개)),인절미설빙/1(스푼선택(스푼 4개))",4,배달 엄청 빠르고 맛도 있었습니다
오태식해바라기치킨-송정점,"해바라기아줌마반반치킨/1(메뉴 선택(뼈),후라이드반 선택(후라이드반),양념반 선택(양념반),음료 추가 선택(추가없음))",3,맛잇어요!!!!!!!!!
설빙-강남역2호점,딸기치즈메론설빙/1(스푼선택(스푼 1개)),4,배달이 느렸지만 잘먹었습니다
테트리스찜닭-형곡점,"올해브랜드대상 까만찜닭（뼈）/1(당면 선택(납작당면),맛 선택(보통보다맵게),사이즈 선택(한마리),음료 추가 선택(변경 안함))",3,보통보다 맵게가 제기준에는 안매윘아요
박가족-장안점,朴家 족보 세트/1(사이즈 선택(족발（앞다리）＋보쌈（500그램）)),4,매번 족발은 여기서먹는데 오늘은 넘 실망이예요...족발도 다른때보다 퍽퍽하고 한시간도 넘게....안오고..많이속상하네요
강남족발,"보쌈/1(사이즈 선택(소（2인분）)),쌈 추가（상추5＋깻잎3）/3",1,"막국수에서 쉰네가 진동을 하네요 
그리고 마늘 고추 마니좀 달라고 했는데
기본만 왔네요 심히 실망이 너무 큼니다 
ㅠㅠ"
작품파스타&피자,"까르보나라/1(추가 선택(베이컨 추가)),하와이아나피자 （M）/1",1,"파스타 먹고 탈났어요.
맛있엇는데 안타깝네요."
배달의쌀국수-건대점,"세트9（매운쌀국수＋덮밥）/1(쌀국수 선택(매운소고기쌀국수（양지）),덮밥 선택(우삼겹덮밥),쌀국수 추가 선택(면 추가,청양고추 추가))",3,덮밥에 마요네즈 안뿌려져있네요...마요가 포인트인데
맛자랑24시찜닭닭도리,"닭도리탕/1(닭도리탕 사이즈 선택(小)),공기밥  /2",3,맛있었어요~~~^^
얌얌떡볶이-본점,"순한맛/2,찰순대만/1,튀말이（3개）/1,누드김밥/1,쿨피스930mL/1",3,"맛있게 잘 먹었어요~~
단지 순대껍질이 반으 다 벗겨졌고 질긴거 빼면요~~~"
파파존스피자-분당정자점,"스파이시 치킨랜치 오리지널 크러스트 R/1,파파스 파스타（화이트）/1",2,추천받아서 처음 시켜봤는데 토핑도 부실하고 치즈양도 적고 가격대비 값어치를 못하네요ㅠ차라리 냉동피자가 더 맛있네요! 이메뉴만 그런건지..기대하고 시켰는데 다신 안시켜먹을 듯ㅠ
맛자랑24시찜닭닭도리,"물만두/1,콜라 1.25L/1,삼계탕/1(마리 선택(1 마리))",4,삼계탕 공기밥 반공기 있다는 줄 알랐는데 그게 아니라 닭 안에 죽이 그거였나봐요...ㅎ 암튼 잘 먹었습니다
빅스타피자-서울건대점,페퍼로니 시카고피자（10인치）/1,1,"1. 피자가 다 식어서 왔습니다. 배달시간이 문제가 아니라 아마 다른집 다 들러서 제일 마지막에 오신듯하네요. 배달시간이 오래 걸리더라도 따뜻한피자를 먹고싶습니다. 딱딱하게 굳은 치즈가 실리콘 씹는것처럼 맛이없었습니다.

2. 배달원이 중얼중얼 아는형이랑 통화를하면서 피자를 건네줍니다. 뭐라고 중얼중얼 나한테말하는건지 통화를하는건지 알수없고 불쾌합니다.

앞으로 이런식으로 음식배달하시면 절대 주문안하겠습니다."
파파존스피자-분당정자점,페퍼로니 오리지널 크러스트 R/1,4,그냥 그래용 ㅜㅜ
맛자랑24시찜닭닭도리,"안동찜닭/1(사이즈 선택(小),사리추가(사리추가안함)),공기밥  /2",2,맛은 없는것같아요ㅠㅠ
버거킹-분당상록점,"더블화이트갈릭와퍼 세트/1(음료변경(코카-콜라L),사이드변경(프렌치프라이（R）)),롱치킨버거/1",1,"분명 요청사항에 케찹 5개이상 더 달라했는데 딸랑 하나옴.
저번에는 케찹 5개 달라니까 영양 성분표 5장을 줌.
이번까지 벌써 3번째임.
전화하니 일한지 얼마안되서 못봤다 함.
저번에는 바뻐서 못봤다더니 이젠 신입이라 못봤다니??
그럼 제대로 보는건 언제입니까?
기본적인 교육도 안하고 일시킵니까?"
동진초밥집,커플초밥 24p（활어2＋연어2＋육사시미2＋계란2＋타코와사비2＋롤2＋게맛살2＋소고기2＋장어2＋묵은지활어2＋새우장2＋초새우2）/1,5,이래도 안시켜드십니까?????  대존맛이네요 앞으로초밥은여기다
불맛돼지-1호점,불 삼겹살/1(사이즈 선택(2人-500g)),5,"배달 시간내왔구요..
실수로 불맛을 시켰네요..ㅜㅜ
너무 매워서 애들은 아예 못 먹고 어른만 겨우 먹었네요.
맵지만 맛있습니다. 다음엔 일반 삼겹으로 시켜야겠네요."
버거킹-건대입구역점(24),"치즈렐라 치킨버거 세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),코코넛쉬림프3조각＋칠리소스/2",1,3시간만에온배달 케찹이터진체온것
요리왕,깐쇼새우정식（깐쇼새우＋볶음밥＋짜장＋짬뽕국물）/1,5,"soso
~~~~~~~~!"
배달의쌀국수-건대점,"볶음쌀국수/1(추가 선택(면 추가)),세트4（소고기쌀국수＋볶음밥）/1(고기 선택(양지),볶음밥 선택(소고기볶음밥),쌀국수 추가 선택(면 추가),볶음밥 추가 선택(곱빼기 추가)),짜조 3개/1",4,"감사히 잘 먹었습니다. 짜조와 쌀국수 예술입니다.
재방문 의사 있습니다 ㅋㅋ
어린이 포함 셋이서 아주 초토화 시켰네요. 적은 양이 아니었는데. ~^^
사장님 번창하세요 ㅎㅎ"
설빙-강남역2호점,"인절미마카롱설빙/1(스푼선택(스푼 4개)),초코브라우니설빙/1(스푼선택(스푼 4개))",2,배달료 7천원은 아직도 황당하네요 그냥 직접 가서 인절미빙수하나 더먹지 누가 빙수를 7천원내고 배달시켜먹나요... 요기요 앱결제로 4천원내고 갑자기 전화와서 현장결제 3천원 추가로 하라니 너무 황당해서...; 배달료 계속 이렇게 받으시면 타격 크실거같아요
맛자랑24시찜닭닭도리,돼지곱창볶음/1(사이즈 선택(小)),3,냄새ㅜ찔겨ㅜ ㅜㅜㅜ먹다말움ㅜㅜㅜ
탕화쿵푸마라탕,"마라탕/1(사이즈선택(中),맛선택(순한맛1단계))",3,야채가 별로 안 들어있어서 아쉬웠습니다.
설빙-강남역2호점,"감파떡볶이세트/1,오레오초코몬스터설빙/1,팥앙금/1",1,"사장이 좀 도라이입니다.
배달와야될  앙금이 빠져서 전화하니 말을 길게 사시길래 그냥 앙금비 천원 환불요청드렸습니다.
어제 입금안됬길래 다시전화하니 뻔뻔하게 아그거~ 이렇게 말시작하길래 어이없어서 소리치니 전화바로끊어버리는 클래스..
와 몇번시켜먹었었는데 두번다시는안시킵니다 
정상아니네요"
원할머니보쌈-구미형곡점,"1인보쌈 주먹밥 세트/1,제육도시락/1",1,고기에서 냄새나요ㅡㅡ
불맛돼지-1호점,삼겹살/1(사이즈 선택(2人-500g)),3,"맛, 양 괜찮은데.
배송이 한시간 걸리네요..."
파스타레토,"씨푸드크림파스타/1,치킨텐더（5개）/1,콜라 500mL/1",1,내가해도 더잘하겠는  맛
취홍-강남점,간짜장/1(곱빼기 추가(곱빼기 추가)),4,적당한 중국집입니다.
장독대김치찌개-선릉점,"제육쌈밥 정식/1,장독대 김치찌개 정식（1人）/1",1,"정식 2개 시켰는데 공기밥이 안옴
햇반 사러감
전화 걸려고 해도 번호가 없음
행복하네"
장독대김치찌개-선릉점,장독대 김치찜 정식/1,2,너무..맛이없다...
얌얌떡볶이-본점,"중간맛/1,왕가래떡/1(맛선택(중간맛)),맑은오뎅탕/1,찰순대만/1,튀오뎅（5개）/1,오징어튀김（4개）/1",5,맛있어요 언제나 옳아요
가락시장나래수산,광어/1(사이즈 선택(中)),3,음식이 맛있고 서비스도 좋았습니다
파스타레토,"양송이베이컨파스타/1,봉골레파스타/1,마늘빵（5개）/1",3,....뭐라 드릴말이 없습니다
설빙-강남역2호점,"티라미수설빙/1(스푼선택(스푼 1개)),모짜렐라인절미토스트/1,한입쏙붕어빵（슈크림）/1",2,"맛과 양은 정말 좋지만....
배달이 늦어도 너무 늦어요..강남에서 양재인데...걸어서도 30분 안팍인데....
한시간이 지나서 전화했더니 그제야 출발이라니....
배달비도 너무 많고....정말 주문취소 하고 싶었지만 꾹 참았습니다...."
요리왕,"간짜장/1(곱빼기 추가(곱빼기 추가)),물만두/1",3,그냥저냥 먹을만 하네요..
라라돈까스,"등심 돈까스/1,치즈 돈까스 6p/1,코돈부르/1,우동/2",4,"배달이 아주 많이 늦어서 치즈가 좀 굳긴 해도 나름 맛있게 먹았습니다
더 따뜻하게 먹으면 더 맛있을거 같네요"
설빙-강남역2호점,"플레인크로플/1,플레인와플/1,모짜렐라인절미토스트/1,인절미토스트/1",2,"맛있게 먹고 있는데 머리카락 나왔어요. 다음부턴 주방직원들 위생에 좀 더 신경 써주셨으면 합니다.
맛은 좋아요."
장독대김치찌개-선릉점,장독대 김치찜 정식/1,2,"배달은 빨리왔지만 메뉴가 잘못옴
(김치찜 시켰는데 찌개가옴)
연락처가 없어 고객센터 통해 겨우 연락하였으나
어떡하냐고 가격이 같은거니까 그냥 드시라고 하셔서 응대가 너무 아쉬움"
무국적식탁-광진점,얼큰 차돌순두부찌개/1,4,맛나게 잘 먹었어요~~^^
장독대김치찌개-선릉점,제육쌈밥 정식/1,3,맛있게 먹었어요^^~
스피드박스,"일본식생돈까스정식/1,스팸김치찌개/1,떡만두국/2,냉쫄면/1,만두국＋공기밥/1",2,"전혀
안스피드합니다.
맛도 그저그럼"
강남족발,왕족발/1(사이즈 선택(소（2인분）)),1,그냥그래여 양은많아요
박가족-장안점,"朴家당일삶은왕족/1(사이즈 선택(특대),사이드 추가선택(막국수 大 추가)),朴﻿家NEW흑마늘보쌈朴﻿家/1(사이즈 선택(특대))",1,"족발특대 보쌈특대 시켰는데 
양이 그냥 그저 그렇네요
백김치는 무슨 휴지마냥 생겨서 
손도 안댓고요. 막국수는 짜요
족발은 그저 그런데 마늘소스
같이 주신거 찍어 먹으면
맛있어요
그나마 보쌈은 맛있어요

가격대비 완전 별로 입니다."
파스타레토,"양송이베이컨파스타/1,치킨텐더（5개）/1,콘샐러드/1",2,"스파게티 너무 뻑뻑해요ㅠ
치킨텐더는 맛있네요 바삭하고"
장독대김치찌개-선릉점,장독대 김치찌개 정식（1人）/1,3,그냥 맛은 보통입니다.
설빙-강남역2호점,패밀리세트/1(스푼선택(스푼 1개)),2,맛은 없지 않았지만 배달료가8000원이라니 안사먹거나 다른곳으로 시키는게 좋을듯요
KFC-세종대점,"타워박스/1(사이드변경(케이준후라이（L）),음료변경(콜라)),불고기버거/1",1,배달 걸린시간도 1시간10분이나 걸리고 햄버거 치킨 다 식어서 눅눅한 상태로 왔네요 또 포장을 어떻게 한건지 찢어져있고 괜히 시킨거 같습니다 다신 안먹어요
설빙-강남역2호점,인절미마카롱설빙/1(스푼선택(스푼 4개)),1,"배달은 소요시간 60분 잡고도 그것 보다 늦게 와서 전화 드렸는데 마감 하셔서인지 끊어버리고 안 받으셔서 몇 번 드렸는데 좀 있다 도착하더라고요. 바쁘신데 여러번 전화해서 죄송해요. 선결제라서 혹여 다른 곳으로 갔나해서 노심초사 했어요..
배달이야 배달 업체가 하니까 늦는 건 이해해요ㅠㅠ
새로운 메뉴 나왔길래 주문했는데 인터넷에서 본 건 마카롱이 많았는데 쬐금밖에 없길래 지점마다 다른 건가 해서 쪼금 아쉬웠어요ㅠㅠ 그래도 너무 맛있어요 감사합니다."
작품파스타&피자,해물토마토리조또/1,3,"개인적으로 버섯을 싫어해서 버섯토마토 리조또 말고 해물 토마토 리조또를(버섯이 없을 줄 알고)시켜먹었는데 버섯이 굉장히 많았어요... 버섯이 큰 버섯이고 향도 리조또에 많이 베어 있어서 굉장히 먹기 힘들었습니다 결국 남겼네요
배달은 정말 빨리 와주셨습니다"
취홍-강남점,탕짬면/1,2,"여기 거의 일주일에 한번은 시켜먹는데
배달원이 쉣킷쉣킷 하셨는지
탕수육이 짬뽕에 절여져옴 ...
매콤 탕수육.."
설빙-강남역2호점,"치즈설빙/1(스푼선택(스푼 3개)),모짜렐라인절미토스트/1,한입쏙붕어빵（슈크림）/1,딸기에이드/1",2,모짜렐라인절미토스트🤢🤢🤮
강남족발,왕족발/1(사이즈 선택(소（2인분）（음료별도）)),1,ㅡㅡ 냄새나고 아님
장독대김치찌개-선릉점,장독대김치찜/1,4,김치찜 부드럽고 맛있어요 비계 반반인 부분 고기 특히 맛있구 살코기도 부드러운 편이에요. 근데 밥 열구 바로 고춧가루인지 저런게 있는데.. 뭐 이런 시국에 밥 재활용은 아닐거라 밑어요. 살짝 찝찝했지만 잘먹었어요
멕시카나-화양점,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))",5,멕시카나 양념 너무 맛있어요!!
파스타레토,"감베로니파스타/1,양송이베이컨파스타/1",1,가격대 비해 재료에 성의가 너무 없네요.
장독대김치찌개-선릉점,장독대 김치찜 정식/1,2,왠만해서 안 좋은 말 안쓰는데..전체적으로 좀 그렇네요;;;;;
버거킹-건대입구역점(24),"통베이컨와퍼/1,리얼 와퍼/1",1,"1. 문앞에서 전화달라했는데 안하심
2. 왜 빵이 검정색이 아니쥬?"
정봉자당진아구동태찜탕,알탕/1(조리 or 비조리 선택(조리)),4,맛있어요 다음에 또 주문할게요
동진초밥집,"초새우 2p/1,묵은지활어 2p/4",3,저번에도 그러고 초밥에 날치알? 고춧가루? 같은게 묻어있었어요..위생 조금만 더 신경써주시면 감사할 것 같아요
취홍-강남점,탕짜면/1,1,늦은 저녁시간이라 여기밖에 시킬 곳 없어서 주문해봤는데 최악이네요. 면이 불어터진 거는 배달이니까 그렇다쳐도 자장면 소스가 없어서 비빌 수가 없는 경우는 처음이네요. 싱겁고 맛이 안나요. 탕수육 맛은 보통인데 8조각 있네요. 이 음식을 12000원 주고 다시는 배달시켜 먹지는 않을 것 같아요.
파스타레토,"양송이베이컨파스타/1,치킨텐더（5개）/1,마늘빵（5개）/1",2,맛이 없어여...앞으론 안시켜먹을게요
강남족발,"보족세트（족발＋보쌈）/1(보족세트 사이즈 선택(소（2인분）（음료별도）)),공기밥/2",4,맛있습니다 ㅎ 시켜드세요
김가네-정자역점,"비빔밥/1,물냉면/1",1,물냉면이 물이 없어요 비빔밥은 맛있었어요 배달은 최악이네요
정봉자당진아구동태찜탕,알탕/1(조리 or 비조리 선택(조리)),4,김치전 서비스랑 같이 먹으려구 밥 김치 안주셔도된다구한건데ㅜ
파스타레토,"토마토핫칠리씨푸드파스타/1,양송이베이컨파스타/1,치킨텐더（5개）/1,마늘빵（5개）/1",1,해감을 어떻게했길래 조개마다 돌이 다씹히고 안되겠다싶어 면을 먹었는데 버석버석한거죠ㅋㅋㅋ 소스에서 모래알갱이 씹히는 씨푸드파스타 처음먹어보네요 아주 잘먹었습니다
스피드박스,"해물크림소스스파게티/1,소고기미역국정식/2,녹돈목살김치찌개/1,산채비빔밥/1,불고기비빔밥/1",3,찌개를 세개시켰는데 공기밥은 두개만와서 햇반먹었어요.
버거킹-분당상록점,"콰트로치즈와퍼 세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),리얼 와퍼 세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),불고기와퍼세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）))",5,감사합니다 맛있게 잘먹었습니다
국수나무-수지동천점,"냉치정식（냉국수＋미니치즈돈까스）/1,오리엔탈오므라이스/1",3,"배달요청에 공동현관 눌러달라고 부탁드렸지만 벨을 누르셨네요 이럴거면 배달요청 안썼습니다
맛은 그냥 보통이었고 양은 괜찮았어요"
김가네-정자역점,"스팸김밥/1,치즈라볶이/1",4,배달도 빨리왔고 맛있었어요
설빙-강남역2호점,"애플망고치즈설빙/1,팥인절미설빙/1",1,"거기 문 내리시죠. 팥인절미빙수에  팥이 빠져서  통회하니 오래기다린고객님이라며 죄송하다네요, 그러면서 팥이 빠졌다고하니 어떻게할까요? 팥을갖다드릴까요? 환불해드릴까요?  하길래 빙수다녹는데 팥언제받냐고하니 냉장고얼리면된다나? 그래서 팥인절미빙수와 그냥인절미  빙수차이가 천원이라서 그냥 환불해달라고, 요기요센터에 시키셨냐며 묻길래 그렇다고 하고 빙수 그냥 다먹었는데  기가막히게 퀵이라며 전화왔다 팥이왔다. 고객을 기만하고 가족들이 모여서 한참같이 전화통화했는데 얼토당토않는 말로 황당하기 그 지없다.그여자분 절대본인신분알하지않던"
스피드박스,"김치볶음밥/2,참치김치찌개/1,콩비지찌개/1",4,김치볶음밥.   최고의맛
라라돈까스,"치즈 돈까스 6p/1,우동/1",5,맛있고 포장상태도 아주 좋아요~
파파존스피자-분당정자점,위스콘신 치즈 포테이토 오리지널 크러스트 L/1,2,음..일단 짜고 양도 가격대비 너무 작았어요
강남족발,보쌈/1(사이즈 선택(소（2인분）（음료별도）)),2,노답 벌레나옴 점심으로 먹고 지금 폭풍 설사중
장독대김치찌개-선릉점,"장독대 김치찜 정식/1,제육쌈밥 정식/1,장독대 김치찌개 정식（1人）/1",2,김치찌개가 맛없을수 없는 음식인데....아닌걸로 김치찜은 너무 짜고(원래 짜게 먹는데..이건뭐..).. 제육은 무난 참고하세요.
맛자랑24시찜닭닭도리,마산아구찜/1(사이즈 선택(小)),3,배달이 1시간30분 넘은거 빼고는 잘먹었어요~
정봉자당진아구동태찜탕,1인아구찜 /1(맛 선택(보통맛)),4,다 먹고 설거지 해버려서 사딘 캡쳐했는데 사진과같이 내용물이 풍성하진 않지만 더워서 입맛 없었는데 매콤하니 잘 먹었습니다
설빙-강남역2호점,"팥인절미설빙/1,인절미설빙/1,씨앗호떡/1,플레인와플/1,한입쏙붕어빵（팥）/1",2,2키로도 안되는거리에 배달비 4천원도 모자라 현장에서 500원을 더내라하니 개선이 필요해 보입니다
장독대김치찌개-선릉점,"장독대 김치찜 정식/1,공깃밥/2",3,별로........
파스타레토,"쉬림프알프레도파스타/1,치즈스틱（7개）/1,마늘빵（5개）/1,콜라 1.25L/1,생수 2L/1",4,잘먹었어요 바게트는 너무 맛있고 치즈스틱이 뭔가 겉이 두꺼운 느낌?
설빙-강남역2호점,"초코브라우니설빙/1(스푼선택(스푼 2개)),인절미토스트/1,인절미떡/1",2,배달 늦고 맛도 없고 주문하지 마세요
스피드박스,"수제 함박스테이크/2,공기밥/1,스프라이트 500mL/2",1,아니 뭐하는구죠 예정 도착시간보다 지금 20분이나 지났는데 아직도 배달 안왔는데;; 환불을하시든 해주셔야 하는거 아닌가요? 뭐하는거죠?
정봉자당진아구동태찜탕,"해물찜（사장님강력추천）/1(사이즈 선택(小),맛 선택(보통맛))",4,"저번에 맛있게 먹은터라 다시 시켰지만 
비가와서 30분이상 늦어서 그런지 맛이 텁텁 했네요"
파파존스피자-분당정자점,소시지 레볼루션 골드링 크러스트 L/1(추가 선택(파파스 파스타（미트）)),1,신제품이라는데. 너무 짜고 먹은 피자 중에 제일 별로입니다.  파스타도 짭니다.
맛자랑24시찜닭닭도리,마산아구찜/1(사이즈 선택(小)),1,아니 아구찜이 왜이렇게 달아요..달지않았으면 딱 좋았을텐데..닭도리탕은 맛있게먹었었는데 아구찜은 영 별로네요
원할머니보쌈-구미형곡점,"의성마늘떡보쌈/1(보쌈사이즈선택1(소 （생육500g이상,수육350g）))",5,잘 먹었습니다~~  배달도 빨라요
맛자랑24시찜닭닭도리,제육볶음/1(사이즈 선택(小)),3,맛있게잘먹었습니다또주문할게요
장독대김치찌개-선릉점,"장독대 김치찜 정식/1,계란말이/1",1,"기재된 배송요금과 상이한 결제금액과 2분후 도착이라고 나와서 내려가니 22분뒤라고 떠서  올라오니 5분뒤  기사님왓다고 하는건 요기오의 문제라고 생각되더라도 주문한음식에 계란말이는 빠져서 오고 금액은 포함된건 매장쪽실수인가요? 또 요기오의 문제인가요?
식당전번도없어 확인도안되더군요"
정봉자당진아구동태찜탕,"해물찜/1(사이즈 선택(小),맛 선택(보통맛))",5,"아구찜만 주문하다  지난번 해물찜 주문해보고
맛있어서 재주문했어요.
아쉬운점은  요즘처럼 가게에 가기 어려운데
가게처럼  반찬도 좀더 다양하게 주셨으면
좋겠습니다."
요리왕,깐쇼새우정식（깐쇼새우＋볶음밥＋짜장＋짬뽕국물）/1,5,양은 엄청많아요. 제가 생각했던 맛이랑 다르게 좀 시큼한것 같아요. 그래도 맛있어요
파스타입니다-용인수지점,"（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),（（HIT））얼큰해장파스타/1(맛 선택（기본~칼칼）(기본)),베이컨 까르보나라 파스타/1(맛 선택(기본))",5,너무 맛있게 잘먹었습니다
장독대김치찌개-선릉점,장독대 김치찌개 정식（1人）/1,4,멋나게 잘먹었어요 첫번째 배달보다 나아진거같아요
